state_code,labels,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,funding_velocity,funding_per_round,milestone_rate,regulatory_risk_flag,churn_risk_flag
GA,0,6.8356,8.3096,0.0,0.0,5,2,7300000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3.0,1,4637865.3113087695,3650000.0,0.0,1,0
CA,1,2.0027,6.2274,4.0027,10.7616,8,3,64080000,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,4.0,1,14817212.75464194,21360000.0,0.29159194623044515,1,0
RI,1,1.3425,1.726,-0.0822,1.7205,8,2,5800000,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4.0,1,11995863.495346434,2900000.0,1.0511378567299101,0,0
CA,0,4.0027,5.7534,5.9233,6.0,6,4,89500000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.0,1,48360079.96974117,22375000.0,11.318619128466342,0,0
CA,1,0.5808,5.2521,3.0877,4.1699,11,4,23350000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,3.0,1,4893844.444910192,5837500.0,1.6917611233293854,0,0
MA,1,3.6877,5.9644,0.0,0.0,7,2,13500000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.5,1,5680144.738502965,6750000.0,0.0,0,0
MA,1,7.3534,8.126,11.0329,11.0575,13,2,24500000,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5,1,28077011.230804503,12250000.0,16.05136436597117,0,0
CA,0,3.6027,3.6027,3.0027,3.0027,2,1,10000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,1,100000000.0,10000000.0,10.0,0,0
UT,0,-1.9863,-1.9863,0.0,0.0,3,1,8500000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0,85000000.0,8500000.0,0.0,0,0
TX,0,16.4192,16.4192,0.0,0.0,0,1,6000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,0,60000000.0,6000000.0,0.0,0,0
CA,1,1.337,1.337,1.3479,1.3479,3,1,2000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,20000000.0,2000000.0,10.0,0,0
TX,1,1.1123,1.937,0.0,1.1123,3,2,4100000,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.5,1,4433870.444468477,2050000.0,1.649756660892518,0,0
CA,1,0.3699,0.3699,1.9507,8.3178,5,1,6200000,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,62000000.0,6200000.0,0.6185152541324551,0,0
CA,1,4.0877,5.5753,4.0027,4.0027,8,2,12250000,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2.5,1,7716049.382716047,6125000.0,10.0,0,0
CA,1,3.3945,5.0712,5.7233,8.7342,3,2,11725600,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,6599651.038442054,5862800.0,0.6429007682664182,0,0
MA,0,4.3151,5.8301,0.0,0.0,1,2,16000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1,9907120.743034057,8000000.0,0.0,0,0
WA,1,2.4767,4.3836,3.3945,4.9863,10,3,5056559,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.6667,1,2519586.9251083755,1685519.6666666667,1.1821728336682822,0,0
CA,1,0.4137,0.4137,6.8329,8.874,9,1,100000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,1000000.0,100000.0,1.4011489421325485,0,1
CA,1,2.3342,6.9671,4.0027,8.3014,11,3,68200000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4.0,1,14409769.90851275,22733333.333333332,0.6820196876349832,0,0
CA,1,4.0877,9.3068,6.0027,6.0027,5,3,33000000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3.6667,1,6204057.07732511,11000000.0,10.0,0,0
NC,0,1.7863,3.3014,2.0822,2.3288,8,3,3352194,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,9.5,0,2075533.4035044268,1117398.0,5.770340450086549,0,0
NY,1,1.4082,1.9068,-0.1616,1.8384,5,2,2212000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3.0,1,3695289.0076845963,1106000.0,0.9523809523809523,0,0
CA,1,5.9014,7.2904,0.0,0.0,1,4,19800000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5.0,1,13297515.110812623,4950000.0,0.0,1,0
CA,0,0.8301,1.0986,1.1014,1.1616,6,2,4500000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.0,1,12211668.928086838,2250000.0,12.484394506866414,0,1
MA,1,4.0027,4.0055,4.0027,4.0027,2,2,14000000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.5,1,136186770.42801598,7000000.0,10.0,0,0
FL,0,0.0548,0.0548,0.0685,0.4,4,1,100000,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,1000000.0,100000.0,4.634994206257242,0,0
CA,1,2.3562,3.4274,3.0027,5.3425,4,2,9900000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,8452868.852459015,4950000.0,0.8197393228953191,0,0
CA,1,0.0,5.063,5.0055,5.7945,10,3,7600000,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,5.0,1,1472012.3958938604,2533333.3333333335,2.2497187851518547,0,0
CA,0,0.0,0.0,0.737,0.737,2,1,50000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,0,500000.0,50000.0,10.0,0,0
CA,0,-0.0849,-0.0849,0.0,0.0,3,1,650000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,6500000.0,650000.0,0.0,0,0
CA,0,0.9178,2.7288,2.4164,2.7288,8,3,10500000,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2.0,1,5494505.494505494,3500000.0,7.274490785645001,0,0
CA,1,0.4712,0.4712,0.0,0.9178,12,1,500000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,5000000.0,500000.0,1.965022597759874,0,1
CA,1,1.9342,4.0438,2.0027,10.189,2,2,24300000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.5,1,10997465.60463432,12150000.0,0.362043372796061,0,1
CA,0,7.4904,7.874,7.0055,7.0055,6,2,18000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4.0,1,37220843.672456615,9000000.0,10.0,0,0
CA,1,0.6548,3.5452,3.8438,6.5589,27,3,26000000,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,3.6667,1,8694489.031567683,8666666.666666666,1.7761358388689563,0,0
CA,0,2.2466,5.0356,0.0,0.0,2,2,9500000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3.0,1,3288335.0640359987,4750000.0,0.0,0,0
MD,1,7.3151,7.3151,5.0055,5.0055,6,1,16980999,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,1,169809990.0,16980999.0,10.0,1,0
CA,0,1.0027,1.0027,1.1644,3.5699,2,1,5000000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.0,0,50000000.0,5000000.0,0.7982438635002993,0,0
WA,0,1.6712,1.6712,0.0,0.0,3,1,350000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0,3500000.0,350000.0,0.0,0,0
MA,0,1.2384,4.9726,1.0,1.0,1,5,13130000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,1,3424443.169370403,2626000.0,10.0,0,1
WA,0,2.8247,2.8247,0.0,2.8219,1,1,20000000,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,200000000.0,20000000.0,0.6844861220438756,0,0
MA,1,0.5014,3.2959,2.0685,6.9973,18,3,26500000,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2.0,1,9155294.524097426,8833333.333333334,0.7954183900731784,0,0
MA,1,3.6986,4.1041,0.0,0.0,4,2,15000000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.0,1,29673590.50445104,7500000.0,0.0,0,0
MD,0,4.3041,4.3041,0.0,0.0,0,1,2600000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0,26000000.0,2600000.0,0.0,0,0
CA,0,2.3973,6.0329,0.0,0.0,1,4,21470000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.5,1,5747403.362244352,5367500.0,0.0,0,0
TX,0,0.0,0.0,0.274,0.863,5,1,20000,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,200000.0,20000.0,2.902757619738752,0,0
CA,0,1.9151,2.5808,2.0,6.9178,10,2,3600000,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,0,4701580.253362936,1800000.0,0.5978715771852207,0,1
NY,1,0.8329,7.2521,8.0055,8.4,23,7,27300000,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,2.0,1,4187630.3840962085,3900000.0,8.088978766430726,0,0
CA,1,0.5863,0.5863,1.0493,1.0493,8,1,2600000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.0,0,26000000.0,2600000.0,10.0,0,1
CA,0,0.8027,0.8027,0.0,1.411,5,1,5000000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,50000000.0,5000000.0,1.3236267372600925,0,1
CA,1,4.7589,6.2247,3.6685,6.2247,2,2,17000000,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.5,1,10857069.868437855,8500000.0,0.7529553497477598,0,0
ME,0,4.3699,4.3699,0.0,0.0,0,1,662000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0,0,6620000.0,662000.0,0.0,0,0
NY,1,0.0,1.0247,2.0055,2.7315,12,2,3750000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4.0,1,3334222.459322486,1875000.0,2.4213075060532687,0,0
CA,1,0.9726,6.7534,5.2466,9.1534,57,4,45000000,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,4.6667,1,7652020.133315195,11250000.0,1.9966057701906763,0,0
NY,1,3.8849,5.863,2.8356,6.1123,9,2,6700000,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8.0,1,3224098.936528559,3350000.0,1.1845885035685726,0,0
CA,1,0.1753,3.8795,2.0,4.474,12,3,20750000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2.3333,1,5454497.660480522,6916666.666666667,0.777000777000777,0,0
CA,1,1.1616,7.5041,0.0,0.0,5,4,19000000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2.0,1,2949165.696546372,4750000.0,0.0,0,0
CA,1,-0.4192,0.6658,0.0,0.0,20,3,22500000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4.0,1,18987341.7721519,7500000.0,0.0,0,0
CA,1,0.5041,3.0986,2.2384,3.7562,10,3,7300000,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2.0,1,2709222.490257933,2433333.3333333335,1.8543701322784023,0,0
WA,0,0.7479,7.8247,4.3151,5.9041,16,7,26390819,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.3333,1,3677240.4135547876,3770117.0,1.77619893428064,0,1
WA,1,4.4959,4.4959,0.0,0.0,4,1,10000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,1,100000000.0,10000000.0,0.0,0,0
NY,0,0.0849,0.0849,0.0,0.0,1,1,31000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,310000.0,31000.0,10.0,0,1
CA,1,1.7479,2.7288,1.7479,6.1452,16,3,21500000,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.3333,1,19890831.714312144,7166666.666666667,0.8894225424143376,0,0
CO,1,4.8521,4.8521,6.5863,6.5863,5,1,4000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,1,40000000.0,4000000.0,10.0,0,0
CA,1,0.5041,3.7068,2.9863,4.0219,5,3,9400000,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,4.0,1,2846156.1752505526,3133333.3333333335,3.522367030644594,0,0
NY,1,0.0411,2.1288,1.7562,4.874,9,3,5600000,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,2559765.964254697,1866666.6666666667,1.2430853378084405,0,1
CA,1,2.0027,3.0466,3.5836,5.4767,9,2,6000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,5245213.742460004,3000000.0,1.003461943705785,0,0
GA,1,2.137,10.1288,10.4164,12.1863,35,4,60704370,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2.0,1,7501961.244716874,15176092.5,1.604363869725654,0,0
CA,1,0.7534,3.0712,3.9178,4.5041,16,3,2000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.6667,1,827198.2794275788,666666.6666666666,2.9141774734081305,0,0
CA,1,0.4548,0.7041,0.5808,1.737,5,2,1000000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,5.5,1,2862868.5943315206,500000.0,2.388154752427957,0,0
PA,0,1.126,1.4055,0.7918,1.3973,3,2,200000,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2.0,1,527009.2226613965,100000.0,2.8348688873139616,0,0
CA,0,1.8658,1.8658,0.0,1.863,2,1,2300000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,23000000.0,2300000.0,1.0188487009679061,0,0
CA,0,2.2164,2.2164,0.7479,3.4164,5,1,1000000,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,10000000.0,1000000.0,1.4448257178977786,0,0
CA,1,0.8356,5.7534,4.9781,7.0301,13,5,24750000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,2.4,1,4932440.511778071,4950000.0,1.3940520446096656,0,0
IL,0,2.5534,6.3945,6.6356,6.6356,15,2,12800000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,3247824.2115145517,6400000.0,10.0,0,0
CA,1,4.2384,6.5753,7.0027,7.0027,10,2,30500000,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.5,1,12515901.350075915,15250000.0,10.0,0,0
CA,0,5.5671,8.5342,5.6055,7.8384,3,3,36300000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1.5,1,11835284.144631736,12100000.0,0.8573020703845,0,0
CA,1,2.1726,3.0849,3.0877,4.7753,7,3,6693782,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.6667,1,6612448.878790871,2231260.6666666665,1.6782277914522266,0,0
CA,0,11.4329,11.4329,0.0,0.0,1,1,20000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.0,1,200000000.0,20000000.0,0.0,0,0
CA,1,3.4767,3.4767,3.6849,5.6274,8,1,11370000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,113700000.0,11370000.0,1.4687882496940026,0,0
CA,1,0.5863,2.6384,3.5425,6.0712,13,3,16500000,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.3333,1,7666929.975372892,5500000.0,1.5216647011830942,0,1
CA,0,0.0,0.0,3.411,3.411,3,1,250000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.0,0,2500000.0,250000.0,10.0,0,0
NY,1,0.5041,3.3562,3.4219,7.2274,9,5,14400000,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5.8,1,4877883.540530469,2880000.0,1.2802458071949814,0,1
NY,1,0.0,3.9562,4.7616,5.1507,24,5,90000000,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,3.8,1,22188255.017010998,18000000.0,6.1337149867102845,0,0
CA,1,1.0164,7.1534,5.6959,8.1781,10,4,13075000,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4.0,1,2096360.429693763,3268750.0,0.7745333436604444,0,0
CA,1,-0.4986,-0.4137,-0.4986,5.7699,10,2,26000000,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2.5,1,140616549.48620877,13000000.0,0.6280913872968518,0,0
MA,1,3.1616,3.6904,3.0027,4.5041,6,2,16300000,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.0,1,25922391.857506365,8150000.0,1.2489072061945794,0,0
TX,1,4.4521,7.2274,7.0055,7.0055,5,2,5992316,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2.0,0,2084066.3582930472,2996158.0,10.0,0,0
CA,1,3.0575,5.011,0.0,0.0,2,4,89400001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,4.3333,1,43535427.80618456,22350000.25,0.0,1,0
CA,0,0.8027,0.8027,5.3151,5.3151,4,1,1200000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,12000000.0,1200000.0,10.0,0,0
NY,0,1.1836,1.3781,1.3288,3.1096,7,2,1900000,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.5,1,6451612.903225805,950000.0,1.0633772862611655,0,1
CA,0,9.3534,12.4055,7.0055,11.3836,9,3,30300000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4.5,1,9612639.192919008,10100000.0,0.44661798530626834,0,0
NY,0,2.0027,2.0027,0.0,0.0,4,1,500000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,0,5000000.0,500000.0,0.0,0,1
CA,1,0.0,6.9671,6.4247,7.3562,19,5,74000000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1.75,1,10471056.020149708,14800000.0,1.938923897237032,0,0
TX,1,7.1205,7.1205,0.0,0.0,3,1,18800000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7.0,1,188000000.0,18800000.0,0.0,0,0
MI,0,0.3288,0.3288,-0.4192,-0.4192,3,1,20000,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,200000.0,20000.0,10.0,0,1
VA,1,0.1616,2.1781,1.5096,2.1781,3,4,3350000,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1.5,0,1582801.7954169617,837500.0,2.6024723487312946,0,0
NJ,1,5.0192,5.0192,0.0,0.0,1,1,26100000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2.0,1,261000000.0,26100000.0,0.0,1,0
PA,0,1.411,2.5151,0.0,0.0,0,2,1213066,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,1007446.2253965618,606533.0,0.0,0,0
CA,1,0.8438,4.2219,0.7616,4.9288,18,3,24030000,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3.6667,1,6908944.538684914,8010000.0,0.7030371203599551,0,0
CA,1,0.4986,3.4247,1.9863,5.9616,14,3,13100000,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1.6667,1,4329004.329004329,4366666.666666667,1.226903540843619,0,0
NY,1,0.0822,1.7671,0.3014,5.0082,6,3,560001,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.5,1,313743.6270939548,186667.0,1.040193059831905,0,0
MN,1,2.8493,2.8493,2.9068,4.1918,7,1,3500000,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,35000000.0,3500000.0,2.1660649819494586,0,0
MA,1,0.1616,7.5041,7.0521,8.6192,45,7,121500000,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,4.5,1,16325159.556600604,17357142.85714286,1.7995321216483724,0,0
CA,1,0.9726,3.8438,2.0,2.0,18,4,42500000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,2.5,1,14303984.92191707,10625000.0,10.0,0,0
NC,1,5.4384,6.4192,6.0055,6.0055,26,2,36000000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.5,1,33308660.25166542,18000000.0,10.0,0,0
CA,0,2.5973,2.5973,2.9178,5.4822,7,1,12170000,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.0,1,121700000.0,12170000.0,0.7506380423359856,0,0
NY,1,5.7534,5.7534,8.0055,9.8356,4,1,1000000,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1,10000000.0,1000000.0,1.0362157401170924,0,0
CA,1,3.337,3.937,-2.4986,4.7205,5,3,1820000,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,2600000.0000000014,606666.6666666666,0.546515281933571,0,0
WA,1,4.6,9.4164,5.2575,9.7753,19,4,5700000000,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,1,1159384915.7920432,1425000000.0,0.4331066741738491,0,0
TX,1,6.9699,6.9699,0.0849,11.9699,6,1,5000000,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.0,1,50000000.0,5000000.0,0.1668752607425949,0,0
NY,1,0.8384,1.4055,1.6356,1.6356,4,2,18800000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,28181681.90676061,9400000.0,10.0,0,0
CA,1,2.3452,3.3534,0.0,0.0,3,2,72300000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4.5,1,65240931.2398484,36150000.0,0.0,0,0
CA,1,-0.137,3.1452,-2.0932,4.4082,3,3,1310000,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,387321.86151025956,436666.6666666667,0.605932075014391,0,0
MA,0,2.4164,4.7753,4.0027,4.0027,2,2,15000000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,6100288.7470006915,7500000.0,10.0,0,0
NY,1,2.2521,4.7397,5.337,7.274,22,3,39007789,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,3.0,1,15074891.405163085,13002596.333333334,2.4545900834560626,0,0
MA,1,2.0685,2.0685,-1.9151,-1.9151,3,1,25000000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,1,250000000.0,25000000.0,10.0,0,0
MA,1,0.3288,2.0932,1.3288,2.7534,4,3,172500,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,92523.0637202317,57500.0,1.3118194936376752,0,1
NY,1,1.6658,2.1123,2.3041,3.5507,23,2,6100000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.0,1,11161939.615736507,3050000.0,1.4852220406950838,0,0
CA,1,2.2192,7.9315,1.6685,9.0904,7,3,40300000,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,4.0,1,6933571.907850593,13433333.333333334,0.6647256677169332,0,0
CA,0,0.3616,0.3616,0.3753,0.5425,9,1,100000,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0,1000000.0,100000.0,11.227544910179642,0,1
WA,1,0.3342,5.4904,2.7507,5.589,14,5,19389998,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1.5,1,3688976.4468627525,3877999.6,0.6806656910458427,0,0
CA,1,2.4822,4.8192,5.5863,11.9452,21,2,61500000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4.0,1,25235945.835043084,30750000.0,0.4644753750638654,0,0
CA,1,3.4411,3.4411,4.0027,5.7178,6,1,6000000,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,60000000.0,6000000.0,1.10186766569335,0,0
MA,1,-0.0027,5.0055,4.9507,7.3726,23,4,19100000,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2.5,1,3739086.175169336,4775000.0,2.3791585709187517,0,0
NY,1,0.2219,2.0548,0.0411,3.9178,8,4,3499997,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1.5,1,1810749.1334264574,874999.25,0.7543943470716926,0,0
CA,1,1.2521,1.874,4.7178,5.0959,13,3,2600000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3.6667,1,3601606.8707577223,866666.6666666666,4.183225266680612,0,0
CA,1,-0.4466,1.1479,3.0603,3.7479,14,3,2023000,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.3333,1,1193862.4963115964,674333.3333333334,2.539360081259522,0,1
